qid,oracle1Summary,oracle1SU4,oracle2Summary,oracle2SU4
56b9c937ac7ad10019000001,"Here we show that Rad9 checkpoint protein, known to mediate the damage signal from upstream to downstream essential kinases, interacts with Aft1 transcription factor in the budding yeast. Aft1 regulates iron homeostasis and is also involved in genome integrity having additional iron-independent functions. Using genome-wide expression and chromatin immunoprecipitation approaches, we found Rad9 to be recruited to 16% of the yeast genes, often related to cellular growth and metabolism, while affecting the transcription of ∼2% of the coding genome in the absence of exogenously induced DNA damage. Importantly, Rad9 is recruited to fragile genomic regions (transcriptionally active, GC rich, centromeres, meiotic recombination hotspots and retrotransposons) non-randomly and in an Aft1-dependent manner. Further analyses revealed substantial genome-wide parallels between Rad9 binding patterns to the genome and major activating histone marks, such as H3K36me, H3K79me and H3K4me. Thus, our findings suggest that Rad9 functions together with Aft1 on DNA damage-prone chromatin to facilitate genome surveillance, thereby ensuring rapid and effective response to possible DNA damage events. Rad9 interacts with Aft1 to facilitate genome surveillance in fragile genomic sites under non-DNA damage-inducing conditions in S. cerevisiae Importantly, Rad9 is recruited to fragile genomic regions (transcriptionally active, GC rich, centromeres, meiotic recombination hotspots and retrotransposons) non-randomly and in an Aft1-dependent manner. Further analyses revealed substantial genome-wide parallels between Rad9 binding patterns to the genome and major activating histone marks, such as H3K36me, H3K79me and H3K4me. Thus, our findings suggest that Rad9 functions together with Aft1 on DNA damage-prone chromatin to facilitate genome surveillance, thereby ensuring rapid and effective response to possible DNA damage events.",0.15262,"Rad9 interacts with Aft1 to facilitate genome surveillance in fragile genomic sites under non-DNA damage-inducing conditions in S. cerevisiae. Rad9 interacts with Aft1 to facilitate genome surveillance in fragile genomic sites under non-DNA damage-inducing conditions in S. cerevisiae Importantly, Rad9 is recruited to fragile genomic regions (transcriptionally active, GC rich, centromeres, meiotic recombination hotspots and retrotransposons) non-randomly and in an Aft1-dependent manner. Further analyses revealed substantial genome-wide parallels between Rad9 binding patterns to the genome and major activating histone marks, such as H3K36me, H3K79me and H3K4me. Thus, our findings suggest that Rad9 functions together with Aft1 on DNA damage-prone chromatin to facilitate genome surveillance, thereby ensuring rapid and effective response to possible DNA damage events.",0.31091
5162e011298dcd4e51000049,Inherited mutations in the gene coding for the intermediate filament protein desmin have been demonstrated to cause severe skeletal and cardiac myopathies. Mutations in the intermediate filament (IF) protein desmin cause severe forms of myofibrillar myopathy characterized by partial aggregation of the extrasarcomeric desmin cytoskeleton and structural disorganization of myofibrils. Mutations in desmin have been associated with a subset of human myopathies.,0.16,Inherited mutations in the gene coding for the intermediate filament protein desmin have been demonstrated to cause severe skeletal and cardiac myopathies. Mutations in the intermediate filament (IF) protein desmin cause severe forms of myofibrillar myopathy characterized by partial aggregation of the extrasarcomeric desmin cytoskeleton and structural disorganization of myofibrils. Mutations in desmin have been associated with a subset of human myopathies.,0.16
513711055274a5fb0700000e,"he etiology of subacute (de Quervain's) thyroiditis (SAT) is uncertain, although it probably represents a nonspecific inflammatory response by the thyroid to a variety of viruses. Subacute thyroiditis is an inflammatory disorder of the thyroid caused probably by viruses. I ltogether, these results indicate that the mechanism of inhibition of Spumavirinae infection by interferon differs from that described for the other Retroviridae, and particularly for types B, C and D viruses. Our data is of therapeutic interest since Spumavirinae have been linked to pathological processes such as de Quervain thyroiditis.",0.21404,"he etiology of subacute (de Quervain's) thyroiditis (SAT) is uncertain, although it probably represents a nonspecific inflammatory response by the thyroid to a variety of viruses. Subacute thyroiditis is an inflammatory disorder of the thyroid caused probably by viruses. I We believe that the etiologic agent was the Epstein-Barr virus because heterophile and Epstein-Barr virus-specific antibodies were positive.",0.30189
56e30dd551531f7e33000016,"This review will focus on the core circadian clock genes CLOCK, BMAL1, Per, and Cry. he core circadian clock genes BMAL1, PER1/2 and CRY1/2. CLOCK/BMAL1, the core circadian clock components",0.33621,"This review will focus on the core circadian clock genes CLOCK, BMAL1, Per, and Cry. CLOCK, RORA, and NPAS2 Rev-erbα and Bmal1 ",0.45349
5713c8d71174fb1755000015,"CMT4D disease is a severe autosomal recessive demyelinating neuropathy with extensive axonal loss leading to early disability, caused by mutations in the N-myc downstream regulated gene 1 (NDRG1) In a previous study, we have shown that N-myc downstream-regulated gene 1 (NDRG1), classified in databases as a tumor suppressor and heavy metal-response protein, is mutated in hereditary motor and sensory neuropathy Lom (HMSNL), a severe autosomal recessive form of Charcot-Marie-Tooth (CMT) disease. CMT4D disease is a severe autosomal recessive demyelinating neuropathy with extensive axonal loss leading to early disability, caused by mutations in the N-myc downstream regulated gene 1 (NDRG1).",0.41392,"CMT4D disease is a severe autosomal recessive demyelinating neuropathy with extensive axonal loss leading to early disability, caused by mutations in the N-myc downstream regulated gene 1 (NDRG1) The NDRG1 gene is located within this interval and NDRG1 mutations have been shown to cause hereditary motor and sensory neuropathy-Lom in humans (CMT4D). The NDRG1 gene is located within this interval and NDRG1 mutations have been shown to cause hereditary motor and sensory neuropathy-Lom in humans (CMT4D).",0.49363
51485008d24251bc05000028,"he miRNAs miR-126 and miR-508-5p are associated with the outcome of ICM and NICM patients with CHF. These two miRNAs could be useful in the diagnosis of CHF patients, and might provide novel targets for prevention and treatment of CHF. The plasma concentration of miR-126 was negatively correlated with age and NYHA class, and could be a useful biomarker for heart failure. In 10 patients with heart failure, plasma concentrations of miR-126 were up-regulated with improvement of the NYHA class from IV to III.",0.04676,"he miRNAs miR-126 and miR-508-5p are associated with the outcome of ICM and NICM patients with CHF. These two miRNAs could be useful in the diagnosis of CHF patients, and might provide novel targets for prevention and treatment of CHF. The plasma concentration of miR-126 was negatively correlated with age and NYHA class, and could be a useful biomarker for heart failure. In 10 patients with heart failure, plasma concentrations of miR-126 were up-regulated with improvement of the NYHA class from IV to III.",0.04676
52e7bbf698d023950500001d,"In conclusion, resveratrol attenuated cardiac oxidative damage and left ventricular remodeling and enhanced the decreased expression of SIRT1 in hearts of old rats with emphysema and thus might be a therapeutic modality for cardiac injury complicated in chronic obstructive pulmonary disease (COPD). In conclusion, resveratrol is a beneficial pharmacological tool that augments autophagy to bring about reverse remodeling in the postinfarction heart. Resveratrol administration reduced atrial CSPC loss, succeeded in preserving the functional abilities of CSPCs and mature cardiac cells, improved cardiac environment by reducing inflammatory state and decreased unfavorable ventricular remodeling of the diabetic heart, leading to a marked recovery of ventricular function. These findings indicate that RSV can constitute an adjuvant therapeutic option in DCM prevention.",0.01943,"In conclusion, resveratrol attenuated cardiac oxidative damage and left ventricular remodeling and enhanced the decreased expression of SIRT1 in hearts of old rats with emphysema and thus might be a therapeutic modality for cardiac injury complicated in chronic obstructive pulmonary disease (COPD). In conclusion, resveratrol is a beneficial pharmacological tool that augments autophagy to bring about reverse remodeling in the postinfarction heart. Resveratrol administration reduced atrial CSPC loss, succeeded in preserving the functional abilities of CSPCs and mature cardiac cells, improved cardiac environment by reducing inflammatory state and decreased unfavorable ventricular remodeling of the diabetic heart, leading to a marked recovery of ventricular function. These findings indicate that RSV can constitute an adjuvant therapeutic option in DCM prevention.",0.01943
51bdd9c2047fa84d1d000002,"Chaperone-mediated autophagy (CMA) is a selective type of autophagy by which specific cytosolic proteins are sent to lysosomes for degradation. Substrate proteins bind to the lysosomal membrane through the lysosome-associated membrane protein type 2A (LAMP-2A), one of the three splice variants of the lamp2 gene, and this binding is limiting for their degradation via CMA. Chaperone-mediated autophagy (CMA) is a selective pathway for the degradation of cytosolic proteins in lysosomes. CMA declines with age because of a decrease in the levels of lysosome-associated membrane protein (LAMP) type 2A, a lysosomal receptor for this pathway. Once there, substrate proteins bind to the lysosome-associated membrane protein type 2 isoform A (LAMP2A), inducing assembly of this receptor protein into a higher molecular weight protein complex that is used by the substrate proteins to reach the lysosomal lumen. ",0.21585,"Substrate proteins only bind to monomeric LAMP-2A, while the efficient translocation of substrates requires the formation of a particular high-molecular-weight LAMP-2A complex Chaperone-mediated autophagy (CMA) is a selective pathway for the degradation of cytosolic proteins in lysosomes. CMA declines with age because of a decrease in the levels of lysosome-associated membrane protein (LAMP) type 2A, a lysosomal receptor for this pathway. Lamp2a acts as a receptor in the lysosomal membrane for substrate proteins of chaperone-mediated autophagy.",0.28436
54d892ee014675820d000005,It has been proposed that the activation of neurohormonal pathways and the formation of oxygen free radicals ultimately lead to the activation of a family of transcription factors that are involved in cardiac and vascular remodelling which are hallmarks of congestive heart failure. One of the hallmarks of chronic congestive heart failure is an increase in sympathetic tone to the peripheral circulation and to the heart. A correlation between plasma norepinephrine and the severity of the heart failure state has been demonstrated. One of the hallmarks of chronic congestive heart failure is an increase in sympathetic tone to the peripheral circulation and to the heart,0.55624,"It has been proposed that the activation of neurohormonal pathways and the formation of oxygen free radicals ultimately lead to the activation of a family of transcription factors that are involved in cardiac and vascular remodelling which are hallmarks of congestive heart failure. Myocardial failure ultimately leads to exaggerated neurohumoral compensatory mechanisms and derangements of the peripheral circulation, which are the hallmarks of congestive heart failure. One of the hallmarks of chronic congestive heart failure is an increase in sympathetic tone to the peripheral circulation and to the heart",0.67273
530e0d6e5937551c09000001,"The authors report the 3-year results of the Barrow Ruptured Aneurysm Trial (BRAT). The objective of this ongoing randomized trial is to compare the safety and efficacy of microsurgical clip occlusion and endovascular coil embolization for the treatment of acutely ruptured cerebral aneurysms and to compare functional outcomes based on clinical and angiographic data.  We report the design of the FIAT study, a clinical care trial aiming to compare angiographic and clinical outcomes following treatment with a Flow-Diverter or with the best conventional treatment option. The FIAT study will include both a randomized and a registry portion. Patients will be proposed randomization to either FD stenting or best conventional treatment option (observation, coiling, stenting, or clipping) as determined by the treating physician.  International Subarachnoid Aneurysm Trial (ISAT) of neurosurgical clipping versus endovascular coiling in 2143 patients with ruptured intracranial aneurysms: a randomised trial.",0.3476,"We report the design of the FIAT study, a clinical care trial aiming to compare angiographic and clinical outcomes following treatment with a Flow-Diverter or with the best conventional treatment option. The FIAT study will include both a randomized and a registry portion. Patients will be proposed randomization to either FD stenting or best conventional treatment option (observation, coiling, stenting, or clipping) as determined by the treating physician.  A critical appraisal of the ISAT of microsurgical clipping versus coiling is used for comparison of our results. International Subarachnoid Aneurysm Trial (ISAT) of neurosurgical clipping versus endovascular coiling in 2143 patients with ruptured intracranial aneurysms: a randomised trial.",0.39535
530cf54dab4de4de0c000009,"The proposed mechanism for postvaccination narcolepsy is one in which an environmental trigger causes or enhances an antibody-mediated autoimmune response in patients with a preexisting genetic susceptibility.  The loss of hypothalamic hypocretin/orexin (hcrt) producing neurons causes narcolepsy with cataplexy. An autoimmune basis for the disease has long been suspected and recent results have greatly strengthened this hypothesis.  Pandemrix vaccination is a precipitating factor for narcolepsy, especially in combination with HLA-DQB1*0602. ",0.52414,"The proposed mechanism for postvaccination narcolepsy is one in which an environmental trigger causes or enhances an antibody-mediated autoimmune response in patients with a preexisting genetic susceptibility.  pointing towards processes such as molecular mimicry or bystander activation as crucial for disease development.  Pandemrix vaccination is a precipitating factor for narcolepsy, especially in combination with HLA-DQB1*0602. ",0.6281
5311bf53e3eabad021000006,"This pooled analysis of four studies determined the level of association between uptake of the fibrillar amyloid β positron emission tomography (PET) imaging agent [(18)F]flutemetamol (Pittsburgh Compound B analog with a 5.5 times longer half-life to enable it to be used in the clinical setting)  is implicated in the development of late-onset Alzheimer's disease (AD). We sought to determine the associations between beta amyloid (Aβ) plaque deposition in vivo using Pittsburgh compound B (PiB) and several indices of cholesterol homeostasis (i.e., total cholesterol, high-density lipoprotein cholesterol, low-density lipoprotein cholesterol, triglycerides, apolipoprotein E (ApoE), clusterin, oxysterol metabolites of cholesterol, and previously reported genes associated with late-onset AD) in 175 nondemented elderly subjects. High Aβ dep g biomarkers of Alzheimer's disease include amyloid deposition [imaged with [(11)C]Pittsburgh compound B (PiB) PET], altered glucose metabolism (imaged with [(18)F]fluro-deoxyglucose PET), and structural atrophy (imaged by MRI). Recently we published the initial subset of imaging findings for specific regions in a cohort of individuals with autosomal dominant Alzheimer's disease. We now exte",0.09189,"This pooled analysis of four studies determined the level of association between uptake of the fibrillar amyloid β positron emission tomography (PET) imaging agent [(18)F]flutemetamol (Pittsburgh Compound B analog with a 5.5 times longer half-life to enable it to be used in the clinical setting)  is implicated in the development of late-onset Alzheimer's disease (AD). We sought to determine the associations between beta amyloid (Aβ) plaque deposition in vivo using Pittsburgh compound B (PiB) and several indices of cholesterol homeostasis (i.e., total cholesterol, high-density lipoprotein cholesterol, low-density lipoprotein cholesterol, triglycerides, apolipoprotein E (ApoE), clusterin, oxysterol metabolites of cholesterol, and previously reported genes associated with late-onset AD) in 175 nondemented elderly subjects. High Aβ dep g biomarkers of Alzheimer's disease include amyloid deposition [imaged with [(11)C]Pittsburgh compound B (PiB) PET], altered glucose metabolism (imaged with [(18)F]fluro-deoxyglucose PET), and structural atrophy (imaged by MRI). Recently we published the initial subset of imaging findings for specific regions in a cohort of individuals with autosomal dominant Alzheimer's disease. We now exte",0.09189
569e79ecceceede94d000002," The FANTOM3 annotation system, consisting of automated computational prediction, manual curation, and final expert curation, facilitated the comprehensive characterization of the mouse transcriptome, and could be applied to the transcriptomes of other species Functional Annotation Of Mouse 3 (FANTOM3), an international collaboration research project focusing on expanding the transcriptome and subsequent analyses These databases were provided for Functional Annotation Of Mouse 3 (FANTOM3), an international collaboration research project focusing on expanding the transcriptome and subsequent analyses. ",0.68189," The FANTOM3 annotation system, consisting of automated computational prediction, manual curation, and final expert curation, facilitated the comprehensive characterization of the mouse transcriptome, and could be applied to the transcriptomes of other species Functional Annotation Of Mouse 3 (FANTOM3), an international collaboration research project focusing on expanding the transcriptome and subsequent analyses These databases were provided for Functional Annotation Of Mouse 3 (FANTOM3), an international collaboration research project focusing on expanding the transcriptome and subsequent analyses.",0.68189
515bd543298dcd4e51000001," the vast majority of Alu sequences were shown to have the highest density in GC-rich isochores Alu sequences being unstable in the GC-poor isochores but stable in the compositionally matching GC-rich isochores, The frequency of Alu sequences also increases with increasing GC, but attains a maximum in H2 isochores, in agreement with previous experimental data",0.3423,"whereas GC-rich Alus are mostly present in GC-rich isochores The frequency of Alu sequences also increases with increasing GC, but attains a maximum in H2 isochores, in agreement with previous experimental data characterized as a GC-rich isochore enriched for CpG islands, genes, and Alu-like repeats",0.38626
52df887498d023950500000c,"Despite the fact that bariatric surgery-induced weight loss is associated with a significant decrease in morbidity and mortality and improvement in renal function, bariatric surgery has recently been shown to be associated with a significant risk of nephrolithiasis. The main risk factor for nephrolithiasis is increased excretion of urinary oxalate. Enteric hyperoxaluria, nephrolithiasis, and oxalate nephropathy must be considered with the other risks of RYGBP. Hyperoxaluria in patients with JIB was found to be a result of hyperabsorption of oxalate, and these patients displayed altered oxalate kinetics with continued urinary excretion of orally administered 14C-oxalate for more than 48 hours. ",0.06687,"Despite the fact that bariatric surgery-induced weight loss is associated with a significant decrease in morbidity and mortality and improvement in renal function, bariatric surgery has recently been shown to be associated with a significant risk of nephrolithiasis. The main risk factor for nephrolithiasis is increased excretion of urinary oxalate. Enteric hyperoxaluria, nephrolithiasis, and oxalate nephropathy must be considered with the other risks of RYGBP. The urinary excretion of oxalate was high: 1.112 mumol/24 h (normal range: 55-400 mumol/24 h), and citrate excretion was low: 1.48 mmol/24 h (normal range: 2-5 mmol/24 h). ",0.06687
52e6c92598d0239505000019,"three hotspots in KRAS (codons 12/13, 61 and 146) mutations occurring in mutational hotspots (codons 12 and 13) of the KRAS protein and N-, K-, and H-RAS (codons 12, 13, and 61)",0.20464,"mutation in the codon 12, 13 and 61 of the H-ras and K-ras oncogene KRAS (codon 12/13 hotspot) three hotspots in KRAS (codons 12/13, 61 and 146)",0.21162
57279ef20fd6f91b68000018,"Intraflagellar transport (IFT) depends on two evolutionarily conserved modules, subcomplexes A (IFT-A) and B (IFT-B), to drive ciliary assembly and maintenance. All six IFT-A components and their motor protein, DYNC2H1, have been linked to human skeletal ciliopathies, including asphyxiating thoracic dystrophy (ATD; also known as Jeune syndrome), Sensenbrenner syndrome, and Mainzer-Saldino syndrome (MZSDS)  Intraflagellar transport (IFT) depends on two evolutionarily conserved modules, subcomplexes A (IFT-A) and B (IFT-B), to drive ciliary assembly and maintenance. All six IFT-A components and their motor protein, DYNC2H1, have been linked to human skeletal ciliopathies, including asphyxiating thoracic dystrophy (ATD; also known as Jeune syndrome), Sensenbrenner syndrome, and Mainzer-Saldino syndrome (MZSDS). All six IFT-A components and their motor protein, DYNC2H1, have been linked to human skeletal ciliopathies, including asphyxiating thoracic dystrophy (ATD; also known as Jeune syndrome), Sensenbrenner syndrome, and Mainzer-Saldino syndrome (MZSDS).",0.3125,"Cytoplasmic dynein-2 (dynein-2) performs intraflagellar transport and is associated with human skeletal ciliopathies Intraflagellar transport (IFT) depends on two evolutionarily conserved modules, subcomplexes A (IFT-A) and B (IFT-B), to drive ciliary assembly and maintenance. All six IFT-A components and their motor protein, DYNC2H1, have been linked to human skeletal ciliopathies, including asphyxiating thoracic dystrophy (ATD; also known as Jeune syndrome), Sensenbrenner syndrome, and Mainzer-Saldino syndrome (MZSDS) Deficiency of IFT proteins, including DYNC2H1, underlies a spectrum of skeletal ciliopathies.",0.5814
56c1f011ef6e394741000042,"Rituximab is unlikely to be developed further as its license will expire, but ocrelizumab, another monoclonal antibody directly targeting B cells, is currently in phase 2 development and looks promising. Biogen Idec Inc, Genentech Inc, Roche Holding AG and Chugai Pharmaceutical Co Ltd are developing ocrelizumab, a humanized mAb against CD20, for the potential treatment of inflammatory disorders and B-cell malignancies. Ocrelizumab, a humanized monoclonal antibody against CD20 for inflammatory disorders and B-cell malignancies.",0.10432,"Rituximab is unlikely to be developed further as its license will expire, but ocrelizumab, another monoclonal antibody directly targeting B cells, is currently in phase 2 development and looks promising. Biogen Idec Inc, Genentech Inc, Roche Holding AG and Chugai Pharmaceutical Co Ltd are developing ocrelizumab, a humanized mAb against CD20, for the potential treatment of inflammatory disorders and B-cell malignancies. Ocrelizumab, a humanized monoclonal antibody against CD20 for inflammatory disorders and B-cell malignancies.",0.10432
56a8d660a17756b72f000006,"NP-40 reduces contamination by endogenous biotinylated carboxylases during purification of biotin tagged nuclear proteins. We show that the use of 0.5% of the non-ionic detergent Nonidet-40 (NP-40) during cell lysis and nuclei isolation is sufficient to practically eliminate contamination of nuclear extracts by carboxylases and to greatly reduce background signals in downstream mass spectrometric analyses  We describe here a simple procedure for greatly reducing contamination of nuclear extracts by naturally biotinylated cytoplasmic carboxylases, which represent a major source of non-specific background when employing BirA-mediated biotinylation tagging for the purification and characterization of nuclear protein complexes by mass spectrometry. We show that the use of 0.5% of the non-ionic detergent Nonidet-40 (NP-40) during cell lysis and nuclei isolation is sufficient to practically eliminate contamination of nuclear extracts by carboxylases and to greatly reduce background signals in downstream mass spectrometric analyses.",0.24926,"NP-40 reduces contamination by endogenous biotinylated carboxylases during purification of biotin tagged nuclear proteins. We show that the use of 0.5% of the non-ionic detergent Nonidet-40 (NP-40) during cell lysis and nuclei isolation is sufficient to practically eliminate contamination of nuclear extracts by carboxylases and to greatly reduce background signals in downstream mass spectrometric analyses We describe here a simple procedure for greatly reducing contamination of nuclear extracts by naturally biotinylated cytoplasmic carboxylases, which represent a major source of non-specific background when employing BirA-mediated biotinylation tagging for the purification and characterization of nuclear protein complexes by mass spectrometry. We show that the use of 0.5% of the non-ionic detergent Nonidet-40 (NP-40) during cell lysis and nuclei isolation is sufficient to practically eliminate contamination of nuclear extracts by carboxylases and to greatly reduce background signals in downstream mass spectrometric analyses.",0.24926
5353aedb288f4dae47000006,transcriptional silencing of one of the female X-chromosomes is a finely regulated process that requires accumulation in cis of the long non-coding RNA X-inactive-specific transcript (Xist) X-inactive-specific transcript (Xist) gene  XIST (X inactive specific transcript) gene ,0.28571,X-inactivation specific transcript (Xist) RNA X-inactive-specific transcript (Xist) gene  inactive-specific transcript (Xist,0.32258
56e0813651531f7e33000010,"To express ChR in neurons, the common expression systems include viral vectors, in utero electroporation, and transgenic animals, each with their advantages and limitations regarding the cost, expression pattern, and the required effort.  We demonstrate how the ability to target astrocytes with cell-specific viral vectors to express optogenetic constructs helped to unravel some previously unsuspected roles of these inconspicuous cells. We demonstrate how the ability to target astrocytes with cell-specific viral vectors to express optogenetic constructs helped to unravel some previously unsuspected roles of these inconspicuous cells.",0.07394,"We demonstrate how the ability to target astrocytes with cell-specific viral vectors to express optogenetic constructs helped to unravel some previously unsuspected roles of these inconspicuous cells. Optogenetic control of cardiomyocytes via viral delivery. Here, we used an optogenetic approach, in which female rats received bilateral dorsal mPFC microinjections of viral constructs coding light-sensitive eNpHR3.0-eYFP or control eYFP protein and intracranial fiber optic implants. ",0.10859
56c83f365795f9a73e000011,"two RNA-binding proteins, FUS and TDP-43, which form cytoplasmic aggregates in amyotrophic lateral sclerosis, harbor a 'prion domain' similar to those found in several yeast prion proteins. Mutations in related RNA-binding proteins TDP-43, FUS/TLS and TAF15 have been connected to ALS. These three proteins share several features, including the presence of a bioinformatics-predicted prion domain, aggregation-prone nature in vitro and in vivo and toxic effects when expressed in multiple model systems. Moreover, two RNA-binding proteins, FUS and TDP-43, which form cytoplasmic aggregates in amyotrophic lateral sclerosis, harbor a 'prion domain' similar to those found in several yeast prion proteins",0.43674,"two RNA-binding proteins, FUS and TDP-43, which form cytoplasmic aggregates in amyotrophic lateral sclerosis, harbor a 'prion domain' similar to those found in several yeast prion proteins. Mutations in related RNA-binding proteins TDP-43, FUS/TLS and TAF15 have been connected to ALS. These three proteins share several features, including the presence of a bioinformatics-predicted prion domain, aggregation-prone nature in vitro and in vivo and toxic effects when expressed in multiple model systems. For TDP-43, both the RRM1 and the C-terminal glycine-rich domain are required for SG localization.",0.49564
5545dc7de233d84047000001,"The mammalian nucleus is a highly complex structure that carries out a diverse range of functions such as DNA replication, cell division, RNA processing, and nuclear export/import. Many of these activities occur at discrete subcompartments that intersect with specific regions of the genome. Over the past few decades, evidence has accumulated to suggest that RNA transcription also occurs in specialized sites, called transcription factories, that may influence how the genome is organized. There may be certain efficiency benefits to cluster transcriptional activity in this way. However, the clustering of genes at transcription factories may have consequences for genome stability, and increase the susceptibility to recurrent chromosomal translocations that lead to cancer active polymerases cluster into replication and transcription ""factories"" in both pro- and eukaryotes. We conclude that the second law of thermodynamics acts through nonspecific entropic forces between engaged polymerases to drive the self-organization of genomes into loops containing several thousands (and sometimes millions) of basepairs Recently described active chromatin hubs and transcription factories also involve long-range interactions",0.76864,"The mammalian nucleus is a highly complex structure that carries out a diverse range of functions such as DNA replication, cell division, RNA processing, and nuclear export/import. Many of these activities occur at discrete subcompartments that intersect with specific regions of the genome. Over the past few decades, evidence has accumulated to suggest that RNA transcription also occurs in specialized sites, called transcription factories, that may influence how the genome is organized. There may be certain efficiency benefits to cluster transcriptional activity in this way. However, the clustering of genes at transcription factories may have consequences for genome stability, and increase the susceptibility to recurrent chromosomal translocations that lead to cancer In the eukaryotic nucleus, genes are transcribed in transcription factories Recently described active chromatin hubs and transcription factories also involve long-range interactions",0.77204
56d042ae3975bb303a00000d,Ceritinib is approved for the treatment of ALK-positive metastatic NSCLC in patients who are intolerant to or have progressed despite therapy with crizotinib.  Ceritinib has activity in crizotinib-resistant and crizotinib-naïve patients and appears to be a viable alternative for ALK-positive NSCLC. The second-generation ALK inhibitor ceritinib can overcome several crizotinib-resistant mutations and is potent against several in vitro and in vivo laboratory models of acquired resistance to crizotinib. These findings provide the molecular basis for the marked clinical activity of ceritinib in patients with ALK-positive NSCLC with crizotinib-resistant disease.,0.24852,Ceritinib is approved for the treatment of ALK-positive metastatic NSCLC in patients who are intolerant to or have progressed despite therapy with crizotinib.  Ceritinib has activity in crizotinib-resistant and crizotinib-naïve patients and appears to be a viable alternative for ALK-positive NSCLC. The ALK inhibitor ceritinib overcomes crizotinib resistance in non-small cell lung cancer.,0.36651
52bf1f1303868f1b06000014,Peroxiredoxin-2 (PRDX-2) is an antioxidant and chaperone-like protein critical for cell function. Peroxiredoxin-2 (Prx-2) is an abundant mammalian enzyme that protects against oxidative stress. Peroxiredoxin 2 (Prx2) is an antioxidant enzyme that uses cysteine residues to decompose peroxides.,0.38709,"Peroxiredoxin-2 (Prx-2) is an abundant mammalian enzyme that protects against oxidative stress. One of the identified proteins was peroxiredoxin 2 (Prx2), an anti-oxidant enzyme.  Peroxiredoxin 2 (Prx2) is an antioxidant enzyme that uses cysteine residues to decompose peroxides.",0.40268
53355714d6d3ac6a34000045,"Testing indicates GPGPU speedups on the order of 2 to 8, relative to the standard MODFLOW preconditioned conjugate gradient (PCG) solver, can be achieved when (1) memory copies between the CPU and GPGPU are optimized, (2) the percentage of time performing memory copies between the CPU and GPGPU is small relative to the calculation time, (3) high-performance GPGPU cards are utilized, and (4) CPU-GPGPU combinations are used to execute sequential operations that are difficult to parallelize The GPU-based parallel implementation of the Gillespie stochastic simulation algorithm (SSA), the logarithmic direct method (LDM) and the next reaction method (NRM) is approximately 85 times faster than the sequential implementation of the NRM on a central processing unit (CPU We assessed the computational performance of an end-to-end application of the program, where all the steps of the algorithm are running on a GPU, by profiling the simulation time and memory usage for a number of test systems",0.07491,"Testing indicates GPGPU speedups on the order of 2 to 8, relative to the standard MODFLOW preconditioned conjugate gradient (PCG) solver, can be achieved when (1) memory copies between the CPU and GPGPU are optimized, (2) the percentage of time performing memory copies between the CPU and GPGPU is small relative to the calculation time, (3) high-performance GPGPU cards are utilized, and (4) CPU-GPGPU combinations are used to execute sequential operations that are difficult to parallelize We assessed the computational performance of an end-to-end application of the program, where all the steps of the algorithm are running on a GPU, by profiling the simulation time and memory usage for a number of test systems explore the power and feasibility of using programmable graphics processing units (GPUs) for real-time rendering and displaying large 3D medical datasets for stereoscopic display workstation",0.08732
52fb42752059c6d71c00005e,"This treatment was sufficient to promote TH-dependent neuronal differentiation in the cerebellum, cerebral cortex, and striatum but was ineffective in suppressing hypothalamic TRH expression.  In the current study, we investigated the effect of a natural thyroid hormone analogue - 3, 3?, 5-triiodo-thyroacetic acid (TRIAC) on regulating proliferation and differentiation and its possible molecular mechanism in normal human epidermal keratinocytes and C57BL/6 mice. TRIAC was effective and safe in ameliorating the effects of hyperthyroidism and ADHD symptoms in a child with known genetic RTH.",0.03203,"Here, we evaluate the therapeutic potential of the TH analog 3,5,3',5'-tetraiodothyroacetic acid (tetrac) as a replacement for T(4) in brain development.  In the current study, we investigated the effect of a natural thyroid hormone analogue - 3, 3?, 5-triiodo-thyroacetic acid (TRIAC) on regulating proliferation and differentiation and its possible molecular mechanism in normal human epidermal keratinocytes and C57BL/6 mice. TRIAC was effective and safe in ameliorating the effects of hyperthyroidism and ADHD symptoms in a child with known genetic RTH.",0.03521
532f0c4ed6d3ac6a3400002e,"Marfan's patients carry increased risk for cardiac arrhythmias.  Ventricular arrhythmias were present in 21% and were associated with increased left ventricular size, mitral valve prolapse, and abnormalities of repolarization. Cardiac complications are rare in young patients with Marfan syndrome receiving medical therapy and close clinical follow-up. Sudden death still occurs, and appears more common in patients with a dilated left ventricle. Left ventricular dilation may predispose to alterations of repolarization and fatal ventricular arrhythmias.",0.12552,"Marfan syndrome (MFS) is a variable, autosomal-dominant disorder of the connective tissue. In MFS serious ventricular arrhythmias and sudden cardiac death (SCD) can occur. Marfan's patients carry increased risk for cardiac arrhythmias.  Ventricular arrhythmias were present in 21% and were associated with increased left ventricular size, mitral valve prolapse, and abnormalities of repolarization.",0.14205
